district_name,est_child_poverty,est_total_child,est_total_pop,year,child_pov_ratio,child_adult_ratio
Walsh School District RE-1,54,157,996,2011,0.34394904458598724,0.1576305220883534
Weldon Valley School District RE-20J,13,159,870,2011,0.08176100628930817,0.18275862068965518
Custer County School District C-1,120,498,3869,2011,0.24096385542168675,0.12871543034375807
Westminster School District 50,3797,13021,71856,2011,0.2916058674448967,0.1812096415052327
Primero Reorganized School District 2,21,120,1118,2011,0.175,0.1073345259391771
Wiggins School District RE-50J,66,531,2528,2011,0.12429378531073447,0.2100474683544304
Wiley School District RE-13-JT,36,194,959,2011,0.18556701030927836,0.20229405630865485
Windsor School District RE-4,369,4646,22005,2011,0.07942315970727508,0.2111338332197228
Woodland Park School District RE-2,382,3081,18551,2011,0.12398571892242778,0.16608269096005607
Woodlin School District R-104,25,84,395,2011,0.2976190476190476,0.21265822784810126
Cheyenne County School District RE-5,27,243,1382,2012,0.1111111111111111,0.17583212735166426
Yuma School District 1,197,987,5055,2012,0.19959473150962512,0.19525222551928784
Wray School District RD-2,126,734,3988,2012,0.17166212534059946,0.18405215646940823
Idalia School District RJ-3,15,93,506,2012,0.16129032258064516,0.18379446640316205
Liberty School District J-4,9,70,509,2012,0.12857142857142856,0.137524557956778
Academy School District 20,1401,21803,101283,2012,0.06425721231023254,0.21526811014681635
Adams County School District 14,2820,8597,37948,2012,0.32802140281493547,0.22654685358912197
Agate School District 300,7,102,672,2012,0.06862745098039216,0.15178571428571427
Aguilar Reorganized School District 6,56,154,1130,2012,0.36363636363636365,0.13628318584070798
Akron School District R-1,71,375,2429,2012,0.18933333333333333,0.1543845203787567
Alamosa School District RE-11J,772,2410,14964,2012,0.3203319502074689,0.16105319433306603
South Conejos School District RE-10,136,358,2246,2012,0.37988826815642457,0.15939447907390916
Archuleta County School District 50-JT,402,1645,11512,2012,0.24437689969604864,0.14289437109103545
Arickaree School District R-2,13,111,623,2012,0.11711711711711711,0.1781701444622793
Arriba-Flagler School District C-20,40,155,1123,2012,0.25806451612903225,0.13802315227070347
Aspen School District 1,122,1600,13102,2012,0.07625,0.12211876049458098
Ault-Highland School District RE-9,201,1125,5828,2012,0.17866666666666667,0.19303363074811256
Adams-Arapahoe School District 28J,10828,40356,214870,2012,0.26831202299534146,0.18781588867687438
Platte Canyon School District 1,207,1382,9143,2012,0.14978292329956586,0.15115388822049655
Bayfield School District R-10-JT,143,1463,8631,2012,0.09774436090225563,0.16950527169505272
Bennett School District 29-J,180,1329,6456,2012,0.13544018058690746,0.2058550185873606
Bethune School District R-5,28,118,523,2012,0.23728813559322035,0.22562141491395793
Boulder Valley School District RE-2,2622,30456,219992,2012,0.08609141055949567,0.1384413978690134
Branson Reorganized School District 82,5,32,167,2012,0.15625,0.19161676646706588
Briggsdale School District RE-10,12,122,641,2012,0.09836065573770492,0.19032761310452417
Brighton School District 27J,1970,17029,80699,2012,0.11568500792765282,0.2110187238999244
Brush School District RE-2J,259,1477,8202,2012,0.17535545023696683,0.18007802974884174
Buena Vista School District R-31,204,959,8825,2012,0.2127215849843587,0.1086685552407932
Burlington School District RE-6J,118,736,5078,2012,0.16032608695652173,0.1449389523434423
Byers School District 32J,81,526,2570,2012,0.15399239543726237,0.2046692607003891
Calhan School District RJ-1,127,633,3103,2012,0.20063191153238547,0.20399613277473413
Campo School District RE-6,6,33,252,2012,0.18181818181818182,0.13095238095238096
Cañon City School District RE-1,948,3911,27580,2012,0.24239324980823318,0.14180565627266134
Center School District 26-JT,280,698,3388,2012,0.40114613180515757,0.20602125147579692
Cheraw School District 31,35,132,740,2012,0.26515151515151514,0.1783783783783784
Cherry Creek School District 5,5048,55276,284752,2012,0.09132354005354947,0.19411979547114683
Cheyenne Mountain School District 12,279,3751,22117,2012,0.0743801652892562,0.16959804675136772
Clear Creek School District RE-1,134,1079,9026,2012,0.12418906394810009,0.11954354088189674
Plateau Valley School District 50,91,396,2592,2012,0.2297979797979798,0.1527777777777778
Colorado Springs School District 11,7847,35220,235485,2012,0.22279954571266325,0.1495636664755717
Montezuma-Cortez School District RE-1,905,3187,18497,2012,0.2839661123313461,0.17229821052062497
Cotopaxi School District RE-3,44,288,2733,2012,0.1527777777777778,0.10537870472008781
Creede Consolidated School District 1,14,70,709,2012,0.2,0.09873060648801128
Cripple Creek-Victor School District RE-1,71,562,4812,2012,0.12633451957295375,0.11679135494596841
Crowley County School District RE-1-J,190,493,5202,2012,0.385395537525355,0.09477124183006536
De Beque School District 49-JT,30,147,928,2012,0.20408163265306123,0.1584051724137931
Deer Trail School District 26J,42,195,933,2012,0.2153846153846154,0.2090032154340836
Del Norte School District C-7,262,665,4119,2012,0.39398496240601505,0.16144695314396698
Delta County School District 50J,1035,4921,30808,2012,0.21032310505994717,0.15973123863931446
Denver County School District 1,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925
Dolores School District RE-4A,154,525,3721,2012,0.29333333333333333,0.14109110454178983
Dolores County School District RE-2,44,333,2113,2012,0.13213213213213212,0.1575958353052532
Douglas County School District RE-1,2564,67455,300504,2012,0.03801052553554221,0.22447288555227218
Durango School District 9-R,737,5146,38775,2012,0.14321803342401865,0.1327143778207608
Eads School District RE-1,26,157,1139,2012,0.16560509554140126,0.13784021071115013
Eagle County School District RE 50,1016,7390,43783,2012,0.13748308525033828,0.16878697211246374
Eaton School District RE-2,179,2151,10063,2012,0.08321710832171084,0.21375335387061511
Edison School District 54-JT,24,79,334,2012,0.3037974683544304,0.23652694610778444
Elbert School District 200,18,318,1574,2012,0.05660377358490566,0.2020330368487929
Elizabeth School District C-1,225,2726,14432,2012,0.08253851797505503,0.18888580931263857
Ellicott School District 22,173,956,4481,2012,0.1809623430962343,0.2133452354385182
Englewood School District 1,572,2947,26104,2012,0.19409569053274517,0.11289457554397793
Park School District R-3,125,1325,11910,2012,0.09433962264150944,0.1112510495382032
Park County School District RE-2,125,760,6886,2012,0.16447368421052633,0.11036886436247459
Falcon School District 49,1608,16682,76183,2012,0.09639131998561323,0.21897273669978867
Frenchman School District RE-3,18,170,950,2012,0.10588235294117647,0.17894736842105263
Florence School District RE-2,462,1878,16878,2012,0.24600638977635783,0.11126910771418415
Poudre School District R-1,3411,27415,191339,2012,0.12442093744300566,0.1432797286491515
Weld County School District RE-8,540,2667,12942,2012,0.20247469066366705,0.20607324988409828
Fort Morgan School District RE-3,720,3446,17144,2012,0.2089378990133488,0.2010032664489034
Fountain School District 8,2026,7615,32855,2012,0.266053841103086,0.23177598539035155
Fowler School District R-4J,85,380,2051,2012,0.2236842105263158,0.18527547537786446
Sierra Grande School District R-30,76,253,1666,2012,0.30039525691699603,0.1518607442977191
Weld County School District RE-1,351,1949,9314,2012,0.18009235505387378,0.20925488511917542
Gilpin County School District RE-1,18,324,2788,2012,0.05555555555555555,0.11621233859397417
Roaring Fork School District RE-1,775,6483,37885,2012,0.11954342125559154,0.17112313580572786
Granada School District RE-1,53,220,931,2012,0.2409090909090909,0.23630504833512353
East Grand School District 2,247,1522,11454,2012,0.16228646517739817,0.13287934346079971
Mesa County Valley School District 51,4162,23809,144420,2012,0.174807845772607,0.164859437751004
Garfield County School District 16,190,1205,5994,2012,0.15767634854771784,0.20103436770103436
Greeley School District 6,5315,21998,119287,2012,0.24161287389762706,0.18441238357909914
Pawnee School District RE-12,13,82,544,2012,0.15853658536585366,0.15073529411764705
Gunnison Watershed School District RE-1J,355,2044,15416,2012,0.17367906066536204,0.13258951738453556
Hanover School District 28,55,346,1711,2012,0.15895953757225434,0.2022209234365868
Harrison School District 2,4352,12547,74853,2012,0.34685582210887067,0.1676218722028509
Haxtun School District RE-2J,30,278,1447,2012,0.1079136690647482,0.19212163096060816
Hayden School District RE-1,95,490,2807,2012,0.19387755102040816,0.1745635910224439
Hinsdale County School District RE-1,22,111,781,2012,0.1981981981981982,0.14212548015364918
Hoehne Reorganized School District 3,46,272,2121,2012,0.16911764705882354,0.12824139556812825
Holly School District RE-3,91,258,1376,2012,0.35271317829457366,0.1875
Holyoke School District RE-1J,107,572,3108,2012,0.18706293706293706,0.18404118404118405
Genoa-Hugo School District C-113,27,204,1345,2012,0.1323529411764706,0.1516728624535316
Ignacio School District 11-JT,209,990,5582,2012,0.2111111111111111,0.1773557864564672
Jefferson County School District R-1,9969,87870,548356,2012,0.11345168999658586,0.1602426161107018
Johnstown-Milliken School District RE-5J,352,3744,17262,2012,0.09401709401709402,0.21689259645464026
Julesburg School District RE-1,42,209,1533,2012,0.20095693779904306,0.13633398564905413
Karval School District RE-23,13,50,325,2012,0.26,0.15384615384615385
Keenesburg School District RE-3J,338,2526,13186,2012,0.13380839271575615,0.19156681328681935
Platte Valley School District RE-7,145,1129,4898,2012,0.12843224092116917,0.2305022458146182
Kim Reorganized School District 88,12,51,297,2012,0.23529411764705882,0.1717171717171717
Kiowa School District C-2,34,499,2628,2012,0.06813627254509018,0.18987823439878235
Kit Carson School District R-1,29,94,492,2012,0.30851063829787234,0.1910569105691057
West Grand School District 1-JT,40,517,2921,2012,0.07736943907156674,0.17699418007531667
North Conejos School District RE-1J,326,1003,4636,2012,0.325024925224327,0.21635030198446936
East Otero School District R-1,488,1533,8766,2012,0.31833007175472927,0.17488021902806297
La Veta School District RE-2,34,150,1286,2012,0.22666666666666666,0.1166407465007776
Lake County School District R-1,320,1246,7338,2012,0.2568218298555377,0.16980103570455166
Lamar School District RE-2,514,1804,9276,2012,0.28492239467849223,0.19448037947391117
Las Animas School District RE-1,201,575,4992,2012,0.34956521739130436,0.11518429487179487
Limon School District RE-4J,95,434,3313,2012,0.21889400921658986,0.13099909447630545
Littleton School District 6,1555,15648,95630,2012,0.0993737218813906,0.16363065983477987
Lone Star School District 101,11,48,252,2012,0.22916666666666666,0.19047619047619047
St. Vrain Valley School District RE 1J,3612,30090,157808,2012,0.12003988035892323,0.19067474399269999
Thompson School District R-2J,2035,18361,108017,2012,0.11083274331463427,0.1699825027541961
Mancos School District RE-6,90,464,3213,2012,0.1939655172413793,0.14441332088390912
Manitou Springs School District 14,221,1157,8524,2012,0.19101123595505617,0.13573439699671516
Manzanola School District 3J,66,188,906,2012,0.35106382978723405,0.20750551876379691
Mapleton School District 1,1486,6430,31687,2012,0.23110419906687402,0.20292233408022217
McClave School District RE-2,29,141,650,2012,0.20567375886524822,0.2169230769230769
Meeker School District RE1,60,741,3970,2012,0.08097165991902834,0.1866498740554156
Buffalo School District RE-4,27,185,995,2012,0.14594594594594595,0.18592964824120603
Miami-Yoder School District 60-JT,152,426,2266,2012,0.3568075117370892,0.1879964695498676
Moffat Consolidated School District 2,94,185,1622,2012,0.5081081081081081,0.11405672009864365
Moffat County School District RE-1,365,2472,13200,2012,0.1476537216828479,0.18727272727272729
Monte Vista School District C-8,300,1225,6447,2012,0.24489795918367346,0.19001085776330076
Montrose County School District RE-1J,1526,6712,38216,2012,0.2273539928486293,0.17563324262089178
Lewis-Palmer School District 38,391,6705,29815,2012,0.05831469052945563,0.22488680194532953
West End School District RE-2,68,360,2095,2012,0.18888888888888888,0.1718377088305489
Norwood School District R-2J,92,305,2017,2012,0.3016393442622951,0.15121467526028756
South Routt School District RE-3,51,491,3140,2012,0.10386965376782077,0.15636942675159235
Otis School District R-3,21,136,867,2012,0.15441176470588236,0.1568627450980392
Ouray School District R-1,27,256,1730,2012,0.10546875,0.14797687861271677
Platte Valley School District RE-3,26,117,831,2012,0.2222222222222222,0.1407942238267148
Plateau School District RE-5,9,99,530,2012,0.09090909090909091,0.18679245283018867
Peyton School District 23-JT,151,890,4179,2012,0.1696629213483146,0.21296960995453457
Pritchett School District RE-3,18,48,300,2012,0.375,0.16
Pueblo City School District 60,6021,18337,109769,2012,0.32835251131591864,0.16705080669405753
Pueblo County School District 70,1481,9685,50796,2012,0.15291688177594218,0.19066461926135916
Rangely School District RE-4,87,481,2880,2012,0.18087318087318088,0.16701388888888888
Ridgway School District R-2,60,305,2442,2012,0.19672131147540983,0.1248976248976249
Garfield School District RE-2,780,5295,25259,2012,0.14730878186968838,0.20962825131636248
Rocky Ford School District R-2,325,940,5461,2012,0.34574468085106386,0.17212964658487456
Mountain Valley School District RE-1,64,165,1410,2012,0.3878787878787879,0.11702127659574468
Salida School District R-32,203,1159,9467,2012,0.17515099223468508,0.12242526671596071
Centennial School District R-1,103,279,1928,2012,0.36917562724014336,0.14470954356846474
Sanford School District 6J,68,301,1370,2012,0.22591362126245848,0.2197080291970803
Sangre de Cristo School District RE-22J,86,267,1280,2012,0.32209737827715357,0.20859375
Sargent School District RE-33J,71,210,1050,2012,0.3380952380952381,0.2
Widefield School District 3,1658,9674,47611,2012,0.1713872234856316,0.20318833882926216
Hi-Plains School District R-23,22,89,558,2012,0.24719101123595505,0.15949820788530467
Sheridan School District 2,578,1457,8358,2012,0.39670555936856555,0.1743240009571668
Silverton School District 1,22,83,690,2012,0.26506024096385544,0.12028985507246377
Big Sandy School District 100J,34,350,1877,2012,0.09714285714285714,0.18646776771443793
Springfield School District RE-4,71,298,1978,2012,0.23825503355704697,0.1506572295247725
Steamboat Springs School District RE-2,202,2473,17324,2012,0.08168216740800648,0.14274994227661048
Valley School District RE-1,550,2813,20177,2012,0.1955207963028795,0.13941616692273381
Prairie School District RE-11,11,79,410,2012,0.13924050632911392,0.1926829268292683
Strasburg School District 31J,106,1120,4992,2012,0.09464285714285714,0.22435897435897437
Stratton School District R-4,39,227,1101,2012,0.17180616740088106,0.2061762034514078
Summit School District RE-1,384,3286,27902,2012,0.11685940353012782,0.11776933553150312
Swink School District 33,59,241,1233,2012,0.24481327800829875,0.1954582319545823
Telluride School District R-1,93,828,6044,2012,0.11231884057971014,0.1369953673064196
Northglenn-Thornton School District 12,5889,43136,218418,2012,0.13652169881305637,0.19749288062339185
Plainview School District RE-2,16,69,305,2012,0.2318840579710145,0.2262295081967213
Trinidad School District 1,430,1592,10119,2012,0.2701005025125628,0.15732779918964324
Vilas School District RE-5,9,43,237,2012,0.20930232558139536,0.18143459915611815
North Park School District R-1,47,188,1348,2012,0.25,0.1394658753709199
Huerfano School District RE-1,257,650,5310,2012,0.3953846153846154,0.1224105461393597
Walsh School District RE-1,51,153,984,2012,0.3333333333333333,0.15548780487804878
Weldon Valley School District RE-20J,15,155,880,2012,0.0967741935483871,0.17613636363636365
Custer County School District C-1,122,474,3909,2012,0.25738396624472576,0.12125863392171911
Westminster School District 50,3901,13296,73154,2012,0.2933965102286402,0.1817535609809443
Primero Reorganized School District 2,19,118,1111,2012,0.16101694915254236,0.10621062106210621
Wiggins School District RE-50J,80,518,2556,2012,0.15444015444015444,0.202660406885759
Wiley School District RE-13-JT,33,192,937,2012,0.171875,0.20490928495197439
Windsor School District RE-4,362,4722,22434,2012,0.07666243117323168,0.2104840866541856
Woodland Park School District RE-2,416,3042,18577,2012,0.13675213675213677,0.16375087473757874
Woodlin School District R-104,25,84,395,2012,0.2976190476190476,0.21265822784810126
